"bkxbq","bkxwp","bxqsq","hdchk","katri","mulch","r2ar8","rimmx","wkna8","wknck","class"
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","f",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","t","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","t","f",2
"f","f","t","f","n","f","t","f","t","t",2
"f","f","t","f","n","f","t","f","t","t",2
"f","f","t","f","n","f","t","f","t","t",2
"f","f","t","f","n","f","t","f","t","t",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","w","f","t","f","f","f",2
"f","f","t","f","b","f","t","f","f","f",2
"f","f","t","f","b","f","t","f","f","f",2
"f","f","t","f","b","f","t","f","f","t",2
"f","f","t","f","b","f","t","f","f","t",2
"f","f","t","f","w","f","t","f","f","t",2
"f","f","t","f","b","f","t","f","f","t",2
"f","f","t","f","w","f","t","f","f","t",2
"f","f","t","f","w","f","t","f","f","f",2
"f","f","t","f","b","f","t","f","f","f",2
"f","f","t","f","b","f","t","f","f","t",2
"f","f","t","f","b","f","t","f","f","t",2
"f","f","t","f","w","f","t","f","f","t",2
"f","f","t","f","w","f","t","f","f","t",2
"f","f","t","f","b","f","t","f","f","t",2
"f","f","t","f","n","f","f","f","f","f",2
"f","f","t","f","n","f","f","f","f","t",2
"f","f","t","f","n","f","f","f","f","t",2
"f","f","t","f","n","f","f","f","f","t",2
"f","f","t","f","n","f","f","f","f","f",2
"f","f","t","f","n","f","f","f","f","f",2
"f","f","t","f","n","f","f","f","f","f",2
"f","f","t","f","n","f","f","f","f","f",2
"f","f","t","f","b","f","t","f","f","t",2
"f","t","t","f","n","f","t","f","f","f",2
"f","t","t","f","n","f","t","f","f","f",2
"f","t","t","f","n","f","t","f","f","f",2
"f","t","t","f","n","f","t","f","f","f",2
"f","t","t","f","n","f","t","f","f","t",2
"f","t","t","f","n","f","t","f","f","t",2
"f","t","t","f","n","f","t","f","f","t",2
"f","t","t","f","n","f","t","f","f","t",2
"f","t","t","f","n","f","t","f","f","t",2
"f","t","t","f","n","f","t","f","f","t",2
"f","t","t","f","w","f","t","f","f","t",2
"f","t","t","f","n","f","f","f","f","f",2
"f","t","t","f","n","f","f","f","f","t",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","w","f","t","f","f","f",2
"t","f","t","f","b","f","t","f","f","f",2
"t","f","t","f","w","f","t","f","f","f",2
"t","f","t","f","w","f","t","f","f","t",2
"t","f","t","f","w","f","t","f","f","t",2
"t","f","t","f","w","f","t","f","f","f",2
"t","f","t","f","b","f","t","f","f","f",2
"t","f","t","f","w","f","t","f","f","f",2
"t","f","t","f","w","f","t","f","f","t",2
"t","f","t","f","w","f","t","f","f","t",2
"t","f","t","f","n","f","f","f","f","f",2
"t","f","t","f","n","f","f","f","f","t",2
"t","f","t","f","n","f","f","f","f","t",2
"t","f","t","f","n","f","f","f","f","f",2
"t","f","t","f","n","f","f","f","f","f",2
"t","f","t","f","n","f","f","f","f","f",2
"t","f","t","f","n","f","f","f","f","f",2
"t","f","t","f","w","f","f","f","f","t",2
"t","t","t","f","n","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","t",2
"t","t","t","f","n","f","t","f","f","t",2
"t","t","t","f","n","f","t","f","f","t",2
"t","t","t","f","n","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","t",2
"t","t","t","f","n","f","t","f","f","t",2
"t","t","t","f","n","f","t","f","f","t",2
"t","t","t","f","n","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","t",2
"t","t","t","f","n","f","t","f","f","t",2
"t","t","t","f","w","f","t","f","f","f",2
"t","t","t","f","b","f","t","f","f","f",2
"t","t","t","f","b","f","t","f","f","f",2
"t","t","t","f","w","f","t","f","f","t",2
"t","t","t","f","b","f","t","f","f","t",2
"t","t","t","f","w","f","t","f","f","t",2
"t","t","t","f","w","f","t","f","f","f",2
"t","t","t","f","n","f","f","f","f","f",2
"t","t","t","f","n","f","f","f","f","f",2
"t","t","t","f","n","f","f","f","f","f",2
"t","t","t","f","n","f","f","f","f","f",2
"t","t","t","f","n","f","f","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","f","f","f","t",2
"f","f","t","f","n","f","f","f","f","t",2
"f","t","t","f","n","f","t","f","f","f",2
"f","t","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","f","f","f","t",2
"t","t","t","f","n","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","t",2
"t","t","t","f","n","f","t","f","f","t",2
"t","t","t","f","n","f","f","f","f","f",2
"t","t","t","f","n","f","f","f","f","f",2
"t","t","t","f","n","f","f","f","f","f",2
"t","t","t","f","n","f","f","f","f","t",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","t","t",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","b","f","t","f","f","f",2
"f","f","t","f","b","f","t","f","f","f",2
"f","f","t","f","b","f","t","f","f","t",2
"f","f","t","f","b","f","t","f","f","t",2
"f","f","t","f","b","f","t","f","f","f",2
"f","f","t","f","b","f","t","f","f","t",2
"f","f","t","f","b","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","t",2
"f","t","t","f","n","f","t","f","f","f",2
"f","t","t","f","n","f","t","f","f","f",2
"f","t","t","f","n","f","t","f","f","f",2
"f","t","t","f","n","f","t","f","f","t",2
"f","t","t","f","n","f","t","f","f","f",2
"f","t","t","f","n","f","t","f","f","t",2
"f","t","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","b","f","t","f","f","f",2
"t","f","t","f","b","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","t",2
"t","t","t","f","n","f","t","f","f","t",2
"t","t","t","f","n","f","t","f","f","t",2
"t","t","t","f","n","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","t",2
"t","t","t","f","n","f","t","f","f","t",2
"t","t","t","f","n","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","t",2
"t","t","t","f","b","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","t",2
"f","t","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","t",2
"t","t","t","f","n","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","t","t","f","n","f","t","f","f","f",2
"f","t","t","f","n","f","t","f","f","f",2
"f","t","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","f","f","f","f",2
"f","f","t","f","n","f","f","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","t",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","f","f","f","f",2
"t","t","t","f","n","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","t",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"t","t","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","f","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"f","f","t","f","n","f","t","f","f","f",2
"t","f","t","f","n","f","t","f","f","f",2
"f","f","f","f","b","f","t","f","f","f",1
"f","f","f","f","b","f","t","f","f","f",1
"f","f","f","f","b","f","t","f","f","f",1
"f","f","f","f","b","f","t","f","f","f",1
"f","f","f","f","b","f","t","f","f","f",1
"f","f","f","f","b","f","t","f","f","f",1
"f","f","f","f","b","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","b","f","f","f","f","f",1
"f","f","f","f","b","f","f","f","f","f",1
"f","f","f","f","b","f","f","f","f","f",1
"f","f","f","f","b","f","f","f","f","f",1
"f","t","f","f","n","f","t","f","f","f",1
"f","t","f","f","b","f","t","f","f","f",1
"f","t","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","b","f","t","f","f","f",1
"t","f","f","f","b","f","t","f","f","f",1
"t","f","f","f","b","f","t","f","f","f",1
"t","f","f","f","b","f","t","f","f","f",1
"t","f","f","f","b","f","t","f","f","f",1
"t","f","f","f","b","f","t","f","f","f",1
"t","f","f","f","b","f","t","f","f","f",1
"t","f","f","f","b","f","t","f","f","f",1
"t","f","f","f","b","f","t","f","f","f",1
"t","f","f","f","b","f","t","f","f","f",1
"t","f","f","f","b","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","b","f","f","f","f","f",1
"t","t","f","f","b","f","t","f","f","f",1
"t","t","f","f","n","f","t","f","f","f",1
"t","t","f","f","n","f","t","f","f","f",1
"t","t","f","f","n","f","t","f","f","f",1
"t","t","f","f","n","f","t","f","f","f",1
"t","t","f","f","b","f","t","f","f","f",1
"t","t","f","f","b","f","t","f","f","f",1
"t","t","f","f","b","f","t","f","f","f",1
"t","t","f","f","b","f","t","f","f","f",1
"t","t","f","f","n","f","t","f","f","f",1
"t","t","f","f","n","f","t","f","f","f",1
"t","t","f","f","n","f","t","f","f","f",1
"t","t","f","f","n","f","t","f","f","f",1
"t","t","f","f","n","f","f","f","f","f",1
"t","t","f","f","n","f","f","f","f","f",1
"t","t","f","f","b","f","f","f","f","f",1
"t","f","f","f","b","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"f","t","f","f","n","f","t","f","f","f",1
"f","t","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","f","f","f","f",1
"t","t","f","f","n","f","t","f","f","f",1
"t","t","f","f","n","f","t","f","f","f",1
"t","t","f","f","n","f","f","f","f","f",1
"f","f","f","f","w","f","t","f","f","f",1
"f","f","f","f","w","f","t","f","f","f",1
"f","f","f","f","w","t","t","f","f","f",1
"f","f","f","f","w","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","w","f","t","f","f","f",1
"f","f","f","f","w","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","b","f","t","f","f","f",1
"f","f","f","f","b","f","t","f","f","f",1
"f","f","f","f","b","f","t","f","f","f",1
"f","f","f","f","w","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","w","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","w","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","w","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","w","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","w","f","t","f","f","f",1
"f","f","f","f","w","f","f","f","f","f",1
"f","f","f","f","w","f","f","f","f","f",1
"f","f","f","f","w","t","f","f","f","f",1
"f","f","f","f","w","f","f","f","f","f",1
"f","f","f","f","w","f","f","f","f","f",1
"f","f","f","f","w","f","f","f","f","f",1
"f","f","f","f","w","f","f","f","f","f",1
"f","f","f","f","n","f","f","f","f","t",1
"f","f","f","f","n","f","f","f","f","t",1
"f","f","f","f","w","f","f","f","f","f",1
"f","f","f","f","w","f","f","f","f","f",1
"f","f","f","f","w","f","f","f","f","f",1
"f","f","f","f","w","f","f","f","f","f",1
"f","f","f","f","w","f","f","f","f","f",1
"f","f","f","f","n","f","f","f","t","f",1
"f","f","f","f","n","f","f","f","t","f",1
"f","f","f","f","w","f","f","f","f","f",1
"f","f","f","f","n","f","f","f","f","f",1
"f","f","f","f","w","f","f","f","f","f",1
"f","f","f","f","w","f","f","f","f","f",1
"f","f","f","f","w","f","f","f","f","f",1
"f","f","f","f","n","f","f","f","f","f",1
"f","f","f","f","n","f","f","f","f","f",1
"f","f","f","f","w","f","f","f","f","f",1
"f","f","f","f","w","f","f","f","f","f",1
"f","f","f","f","w","f","f","f","f","f",1
"f","f","f","f","n","f","f","f","f","f",1
"f","f","f","f","n","f","f","f","f","f",1
"f","f","f","f","n","f","f","f","f","f",1
"f","f","f","f","b","f","f","f","f","f",1
"f","f","f","f","b","f","f","f","f","f",1
"f","f","f","f","b","f","f","f","f","f",1
"f","f","f","f","b","f","f","f","f","f",1
"f","f","f","f","b","f","f","f","f","f",1
"f","f","f","f","b","f","f","f","f","f",1
"f","f","f","f","b","f","f","f","t","f",1
"f","f","f","f","n","f","f","f","f","t",1
"f","f","f","f","n","f","f","f","f","t",1
"f","t","f","f","w","f","t","f","f","f",1
"f","t","f","f","w","f","t","f","f","f",1
"f","t","f","f","w","f","t","f","f","f",1
"f","t","f","f","w","f","t","f","f","f",1
"f","t","f","f","w","f","t","f","f","f",1
"f","t","f","f","n","f","t","f","f","f",1
"f","t","f","f","b","f","t","f","f","f",1
"f","t","f","f","w","f","t","f","f","f",1
"f","t","f","f","n","f","t","f","f","f",1
"f","t","f","f","w","f","f","f","f","f",1
"f","t","f","f","w","f","f","f","f","f",1
"f","t","f","f","w","f","f","f","f","f",1
"f","t","f","f","w","f","f","f","f","f",1
"f","t","f","f","w","f","f","f","f","f",1
"f","t","f","f","w","f","f","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","b","f","t","f","f","f",1
"f","f","f","f","n","f","f","f","f","f",1
"t","f","f","f","w","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","w","f","t","f","f","f",1
"t","f","f","f","w","f","t","f","f","f",1
"t","f","f","f","w","f","t","f","f","f",1
"t","f","f","f","w","f","t","f","f","f",1
"t","f","f","f","w","t","t","f","f","f",1
"t","f","f","f","w","f","t","f","f","f",1
"t","f","f","f","w","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","w","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","w","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","w","f","t","f","f","f",1
"t","f","f","f","w","f","t","f","f","f",1
"t","f","f","f","w","f","t","f","f","f",1
"t","f","f","f","w","f","t","f","f","f",1
"t","f","f","f","w","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","w","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","b","f","t","f","f","f",1
"t","f","f","f","b","f","t","f","f","f",1
"t","f","f","f","b","f","t","f","f","f",1
"t","f","f","f","b","f","t","f","f","f",1
"t","f","f","f","b","f","t","f","f","f",1
"t","f","f","f","b","f","t","f","f","f",1
"t","f","f","f","b","f","t","f","f","f",1
"t","f","f","f","b","f","t","f","f","f",1
"t","f","f","f","w","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","w","f","t","f","f","f",1
"t","f","f","f","w","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","w","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","w","f","t","f","f","f",1
"t","f","f","f","n","f","f","f","f","t",1
"t","f","f","f","w","f","f","f","f","f",1
"t","f","f","f","n","f","f","f","f","f",1
"t","f","f","f","w","f","f","f","f","f",1
"t","f","f","f","n","f","f","f","f","f",1
"t","f","f","f","w","f","f","f","f","f",1
"t","f","f","f","w","f","f","f","f","f",1
"t","f","f","f","w","f","f","f","f","f",1
"t","f","f","f","w","f","f","f","f","f",1
"t","f","f","f","w","f","f","f","f","f",1
"t","f","f","f","w","f","f","f","f","f",1
"t","f","f","f","n","f","f","f","f","f",1
"t","f","f","f","w","f","f","f","f","f",1
"t","f","f","f","n","f","f","f","f","t",1
"t","f","f","f","w","f","f","f","f","f",1
"t","f","f","f","n","f","f","f","f","f",1
"t","f","f","f","w","f","f","f","f","f",1
"t","f","f","f","n","f","f","f","f","f",1
"t","f","f","f","w","f","f","f","f","f",1
"t","f","f","f","w","f","f","f","f","f",1
"t","f","f","f","n","f","f","f","f","f",1
"t","f","f","f","w","f","f","f","f","f",1
"t","f","f","f","n","f","f","f","f","f",1
"t","f","f","f","w","f","f","f","f","f",1
"t","f","f","f","w","f","f","f","f","f",1
"t","f","f","f","w","f","f","f","f","f",1
"t","f","f","f","w","f","f","f","f","f",1
